CYCLE;TIME;LOG
49507030602;6181;CORE0=STSBi
49507057973;6181;CORE1=STSBi
49507091270;6181;CORE2=STSBi
49507145188;6181;CORE3=STSBi
49507160435;6181;CORE5=FFT
49507252829;6181;CORE4=FMS
