CYCLE;TIME;LOG
60112130958;7507;CORE0=STSBi
60112169476;7507;CORE1=STSBi
60112199613;7507;CORE2=STSBi
60112246196;7507;CORE3=STSBi
60112272630;7507;CORE5=FFT
60112370410;7507;CORE4=FMS
