CYCLE;TIME;LOG
19597855189;2443;CORE0=STSB
19597883846;2443;CORE1=STSB
19597930918;2443;CORE2=STSB
19597962417;2443;CORE3=STSB
19598001052;2443;CORE5=FFT
19598125663;2443;CORE4=FMS
