CYCLE;TIME;LOG
22287621353;2779;CORE0=STSBi
22287660854;2779;CORE2=FFT
22287689322;2779;CORE3=STSBi
22287732804;2779;CORE4=STSBi
22287762465;2779;CORE5=STSBi
22288102690;2779;CORE1=FMS
