CYCLE;TIME;LOG
16957355997;2113;CORE0=STSBi
16957392928;2113;CORE2=FFT
16957423059;2113;CORE3=STSBi
16957455010;2113;CORE4=STSBi
16957503084;2113;CORE5=STSBi
16957846964;2113;CORE1=FMS
