CYCLE;TIME;LOG
216025108506;26816;CORE0=STSB
216025147029;26816;CORE2=FFT
216025178016;26816;CORE3=STSB
216025217578;26816;CORE4=STSB
216025254346;26816;CORE5=STSB
216025606698;26816;CORE1=FMS
