CYCLE;TIME;LOG
206029050689;25567;CORE0=STSB
206029078111;25567;CORE2=FFT
206029118774;25567;CORE3=STSB
206029153285;25567;CORE4=STSB
206029193809;25567;CORE5=STSB
206029523315;25567;CORE1=FMS
