CYCLE;TIME;LOG
228686729002;28399;CORE0=STSB
228686772397;28399;CORE2=FFT
228686799134;28399;CORE3=STSB
228686848289;28399;CORE4=STSB
228686932658;28399;CORE5=STSB
228687269188;28399;CORE1=FMS
